,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2020,64,retired,married,unknown,no,2923,no,no,cellular,12,mar,120,1,-1,0,unknown,no
2021,32,blue-collar,married,secondary,no,3514,yes,no,unknown,20,may,226,2,-1,0,unknown,no
2022,26,student,single,secondary,no,203,no,no,cellular,16,nov,104,1,196,1,failure,no
2023,41,technician,divorced,secondary,no,0,yes,no,cellular,17,nov,386,2,-1,0,unknown,no
2024,33,services,married,primary,no,6904,no,no,telephone,20,nov,114,2,-1,0,unknown,no
2025,58,blue-collar,married,primary,no,781,yes,no,cellular,15,may,74,2,-1,0,unknown,no
2026,53,housemaid,married,primary,no,104,no,yes,unknown,5,jun,701,1,-1,0,unknown,yes
2027,48,management,married,secondary,no,99,yes,no,unknown,28,may,344,1,-1,0,unknown,no
2028,34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes
2029,28,management,single,tertiary,no,1027,yes,no,cellular,14,may,433,1,-1,0,unknown,no
2030,42,blue-collar,married,secondary,no,117,yes,no,unknown,9,may,147,1,-1,0,unknown,no
2031,29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097,3,-1,0,unknown,yes
2032,53,blue-collar,married,primary,no,306,no,no,cellular,28,jul,388,3,181,1,success,yes
2033,41,blue-collar,married,secondary,no,-256,yes,no,unknown,3,jun,147,2,-1,0,unknown,no
2034,60,retired,married,primary,no,55,no,no,cellular,4,jun,207,1,-1,0,unknown,no
2035,31,blue-collar,single,primary,no,-502,yes,no,unknown,29,may,76,4,-1,0,unknown,no
2036,35,management,married,secondary,no,1160,yes,no,unknown,27,may,116,3,-1,0,unknown,no
2037,34,blue-collar,married,primary,no,176,no,no,cellular,24,jul,78,1,-1,0,unknown,no
2038,38,technician,married,tertiary,no,432,yes,no,cellular,15,may,10,2,373,1,other,no
2039,50,management,married,tertiary,no,-470,yes,no,cellular,19,nov,130,2,160,1,failure,no
2040,36,services,married,secondary,no,-11,yes,no,cellular,30,jul,172,28,-1,0,unknown,no
2041,49,self-employed,married,secondary,no,2576,yes,no,cellular,15,may,64,6,-1,0,unknown,no
2042,36,management,married,tertiary,no,1477,no,no,cellular,7,aug,71,2,-1,0,unknown,no
2043,37,blue-collar,single,secondary,no,3561,yes,no,unknown,2,jun,98,1,-1,0,unknown,no
2044,34,blue-collar,single,secondary,no,-72,yes,no,cellular,7,jul,273,5,-1,0,unknown,no
2045,35,management,single,tertiary,no,0,no,yes,cellular,14,aug,370,4,-1,0,unknown,no
2046,33,admin.,divorced,secondary,no,818,yes,yes,cellular,16,apr,301,3,-1,0,unknown,no
2047,62,unknown,married,secondary,no,367,no,no,telephone,2,mar,139,5,-1,0,unknown,no
2048,60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,443,1,350,1,failure,no
2049,42,management,divorced,tertiary,no,0,no,no,unknown,19,may,131,2,-1,0,unknown,no
2050,73,retired,married,primary,no,154,no,no,cellular,15,oct,103,1,-1,0,unknown,no
2051,33,management,single,tertiary,no,0,no,no,cellular,28,aug,236,10,-1,0,unknown,no
2052,54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,failure,no
2053,49,blue-collar,single,primary,no,1040,no,no,cellular,8,jul,474,2,-1,0,unknown,no
2054,34,services,married,secondary,no,-62,yes,no,unknown,16,jun,109,3,-1,0,unknown,no
2055,52,services,married,primary,no,14,no,yes,cellular,28,jul,55,5,-1,0,unknown,no
2056,39,admin.,married,secondary,no,-650,no,no,cellular,15,may,123,2,364,1,failure,no
2057,50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,76,1,-1,0,unknown,yes
2058,57,retired,married,secondary,no,374,yes,yes,cellular,16,jul,236,1,-1,0,unknown,no
2059,22,student,single,unknown,no,47,no,no,cellular,3,jul,69,3,-1,0,unknown,no
2060,49,management,divorced,tertiary,no,2370,yes,yes,unknown,17,nov,56,1,103,2,other,no
2061,60,management,married,tertiary,no,759,no,no,cellular,14,aug,136,2,-1,0,unknown,no
2062,21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169,3,success,yes
2063,36,admin.,divorced,secondary,no,356,yes,no,cellular,7,apr,244,3,313,1,failure,no
2064,36,admin.,single,tertiary,no,980,no,no,cellular,11,nov,118,4,104,7,failure,no
2065,35,self-employed,single,secondary,no,1732,no,no,telephone,21,nov,1441,3,-1,0,unknown,no
2066,53,management,married,secondary,no,66,no,yes,telephone,8,jul,141,1,-1,0,unknown,no
2067,55,blue-collar,married,secondary,no,1011,yes,no,cellular,12,aug,112,2,-1,0,unknown,no
2068,59,blue-collar,married,primary,no,0,no,no,cellular,18,nov,167,2,-1,0,unknown,no
2069,51,self-employed,married,secondary,yes,34,no,yes,cellular,7,jul,200,1,-1,0,unknown,no
2070,44,management,single,tertiary,no,5063,no,no,cellular,27,oct,418,2,-1,0,unknown,yes
2071,33,technician,single,tertiary,no,316,no,no,cellular,21,aug,126,3,-1,0,unknown,no
2072,46,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,264,2,-1,0,unknown,no
2073,38,entrepreneur,married,secondary,no,868,no,no,cellular,20,nov,452,2,-1,0,unknown,no
2074,51,management,married,tertiary,no,1612,no,no,cellular,16,mar,384,1,182,5,failure,no
2075,27,technician,single,secondary,no,15,yes,no,cellular,25,jul,67,3,-1,0,unknown,no
2076,56,technician,married,tertiary,no,272,no,no,cellular,26,aug,103,2,-1,0,unknown,no
2077,43,unemployed,divorced,secondary,no,4094,yes,no,cellular,21,nov,63,1,-1,0,unknown,no
2078,28,management,married,tertiary,no,318,yes,no,unknown,27,may,4,4,-1,0,unknown,no
2079,31,management,married,secondary,no,466,yes,no,cellular,14,may,164,1,-1,0,unknown,no
2080,56,technician,married,secondary,no,4063,no,yes,telephone,28,jul,31,4,-1,0,unknown,no
2081,32,management,single,tertiary,no,1160,yes,yes,unknown,11,jun,450,2,-1,0,unknown,no
2082,32,management,married,tertiary,no,0,no,no,cellular,19,nov,66,1,-1,0,unknown,no
2083,37,management,single,tertiary,no,876,yes,no,cellular,15,apr,140,4,327,2,failure,no
2084,31,technician,single,tertiary,no,424,no,no,cellular,21,aug,93,2,-1,0,unknown,no
2085,52,management,married,tertiary,no,575,no,no,unknown,3,jun,315,1,-1,0,unknown,no
2086,44,management,single,tertiary,no,1424,yes,no,cellular,8,aug,201,2,-1,0,unknown,no
2087,51,technician,married,primary,no,1550,no,no,unknown,20,jun,12,5,-1,0,unknown,no
2088,71,retired,divorced,tertiary,no,261,no,no,cellular,12,aug,1117,2,-1,0,unknown,no
2089,40,management,divorced,tertiary,no,69,yes,no,cellular,6,may,503,2,280,2,failure,no
2090,37,blue-collar,married,primary,no,190,yes,yes,unknown,8,may,194,1,-1,0,unknown,no
2091,56,retired,married,secondary,no,1044,no,no,telephone,3,jul,353,2,-1,0,unknown,yes
2092,38,technician,married,secondary,no,821,yes,yes,cellular,17,nov,224,2,180,1,failure,no
2093,28,blue-collar,married,secondary,no,64,yes,no,unknown,13,may,160,3,-1,0,unknown,no
2094,34,management,married,secondary,no,857,yes,no,cellular,22,aug,238,6,-1,0,unknown,no
2095,47,blue-collar,married,primary,no,292,no,yes,telephone,28,jul,210,3,-1,0,unknown,no
2096,30,management,single,tertiary,no,2186,yes,no,unknown,3,jun,366,1,-1,0,unknown,no
2097,55,admin.,married,secondary,no,0,no,no,cellular,23,sep,180,2,238,3,success,no
2098,40,services,married,unknown,no,4075,yes,no,unknown,16,jun,162,3,-1,0,unknown,no
2099,29,blue-collar,married,secondary,no,125,yes,no,unknown,13,may,50,1,-1,0,unknown,no
2100,56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,227,1,failure,no
2101,32,management,single,tertiary,no,3616,no,no,cellular,14,aug,165,2,-1,0,unknown,no
2102,43,technician,married,secondary,no,50,no,no,unknown,28,may,63,1,-1,0,unknown,no
2103,77,retired,married,tertiary,no,7802,no,no,telephone,4,may,421,1,92,2,success,yes
2104,27,admin.,single,tertiary,no,73,no,no,cellular,29,jan,242,1,-1,0,unknown,no
2105,35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52,4,91,1,other,no
2106,61,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,-1,0,unknown,yes
2107,37,management,married,tertiary,no,347,yes,no,cellular,22,jul,282,1,-1,0,unknown,no
2108,41,services,married,secondary,no,108,yes,yes,unknown,13,may,83,7,-1,0,unknown,no
2109,35,management,married,tertiary,no,1253,yes,no,unknown,19,may,210,2,-1,0,unknown,no
2110,55,blue-collar,married,primary,no,627,yes,no,unknown,5,may,247,1,-1,0,unknown,no
2111,37,services,single,secondary,no,608,no,no,cellular,14,may,380,3,-1,0,unknown,no
2112,52,entrepreneur,married,secondary,no,0,no,no,cellular,7,aug,82,2,-1,0,unknown,no
2113,40,technician,single,tertiary,no,445,yes,no,cellular,24,jul,631,1,-1,0,unknown,no
2114,34,technician,single,secondary,no,341,no,yes,cellular,29,jan,136,1,262,3,failure,no
2115,36,self-employed,married,tertiary,no,506,no,no,cellular,25,aug,47,1,120,1,failure,no
2116,34,blue-collar,single,secondary,no,3723,yes,no,unknown,27,may,47,5,-1,0,unknown,no
2117,30,management,single,tertiary,no,4213,no,no,cellular,25,aug,142,4,-1,0,unknown,no
2118,49,services,single,secondary,no,133,no,no,unknown,11,jun,319,6,-1,0,unknown,no
2119,50,self-employed,married,secondary,no,1138,no,no,cellular,14,aug,219,10,-1,0,unknown,no
2120,34,management,single,tertiary,no,0,no,no,cellular,5,feb,71,1,-1,0,unknown,no
2121,39,services,married,secondary,no,9374,yes,no,unknown,20,may,273,1,-1,0,unknown,no
2122,30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,-1,0,unknown,yes
2123,46,admin.,single,secondary,no,1790,yes,no,unknown,5,jun,214,5,-1,0,unknown,no
2124,32,technician,single,tertiary,no,1012,no,no,cellular,14,apr,178,1,-1,0,unknown,no
2125,56,admin.,divorced,primary,no,0,no,yes,cellular,10,jul,542,1,-1,0,unknown,no
2126,34,management,married,tertiary,no,133,yes,no,unknown,8,may,65,1,-1,0,unknown,no
2127,31,blue-collar,married,secondary,no,360,yes,yes,cellular,29,jan,89,1,241,1,failure,no
2128,34,entrepreneur,married,tertiary,no,105,yes,no,unknown,28,may,249,2,-1,0,unknown,no
2129,39,admin.,single,secondary,no,14,yes,yes,unknown,13,may,19,9,-1,0,unknown,no
2130,35,blue-collar,married,secondary,no,243,yes,no,cellular,20,apr,41,3,-1,0,unknown,no
2131,38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,yes
2132,35,admin.,married,secondary,no,0,no,no,unknown,7,may,326,1,-1,0,unknown,no
2133,58,management,married,secondary,no,407,yes,no,cellular,29,jul,145,2,-1,0,unknown,no
2134,55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296,1,270,3,failure,yes
2135,51,blue-collar,divorced,secondary,no,1069,yes,no,unknown,30,may,247,2,-1,0,unknown,no
2136,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,unknown,yes
2137,37,management,married,tertiary,no,0,no,no,cellular,16,jul,268,2,182,3,success,yes
2138,27,services,single,secondary,no,-195,yes,no,cellular,18,may,391,1,-1,0,unknown,yes
2139,34,admin.,married,secondary,no,1499,yes,no,cellular,13,apr,186,1,327,2,failure,no
2140,29,technician,single,tertiary,no,452,yes,no,cellular,11,may,59,1,-1,0,unknown,no
2141,35,management,married,tertiary,no,0,yes,no,cellular,21,jul,295,3,-1,0,unknown,no
2142,47,technician,married,secondary,no,1233,yes,no,unknown,11,sep,91,1,100,2,other,yes
2143,55,self-employed,married,secondary,no,2678,no,yes,cellular,18,aug,151,12,-1,0,unknown,no
2144,44,management,married,tertiary,no,17361,no,no,unknown,18,jun,476,1,-1,0,unknown,no
2145,59,retired,married,secondary,no,319,yes,no,unknown,5,may,143,3,-1,0,unknown,no
2146,53,unknown,married,unknown,no,13,no,no,telephone,28,jan,69,1,-1,0,unknown,no
2147,37,technician,married,secondary,no,480,no,no,cellular,22,oct,344,2,182,8,other,yes
2148,32,technician,divorced,tertiary,no,267,no,no,cellular,26,may,128,1,-1,0,unknown,no
2149,53,retired,divorced,secondary,yes,-200,no,yes,unknown,6,jun,161,1,-1,0,unknown,no
2150,35,admin.,divorced,secondary,no,148,no,yes,cellular,8,jul,199,1,-1,0,unknown,no
2151,60,admin.,married,secondary,no,1025,no,no,cellular,6,aug,388,8,-1,0,unknown,no
2152,46,admin.,married,secondary,no,22,no,no,cellular,26,aug,388,6,-1,0,unknown,yes
2153,57,self-employed,married,secondary,no,35,no,yes,unknown,26,jun,215,3,-1,0,unknown,no
2154,42,admin.,single,secondary,no,30,yes,no,cellular,4,feb,98,1,266,3,failure,no
2155,38,management,married,tertiary,no,-70,yes,no,cellular,30,jan,140,1,2,3,other,no
2156,33,blue-collar,divorced,secondary,no,474,no,no,cellular,22,jul,400,2,-1,0,unknown,no
2157,45,unemployed,divorced,secondary,no,728,yes,yes,cellular,18,nov,107,1,-1,0,unknown,no
2158,47,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,30,jul,71,2,-1,0,unknown,no
2159,33,services,divorced,secondary,no,991,yes,no,unknown,27,may,148,1,-1,0,unknown,no
2160,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown,yes
2161,33,technician,married,secondary,no,58,yes,no,telephone,29,aug,57,2,-1,0,unknown,no
2162,33,self-employed,married,tertiary,no,483,yes,no,cellular,3,feb,280,2,-1,0,unknown,no
2163,42,housemaid,divorced,tertiary,no,364,no,no,cellular,18,nov,52,1,-1,0,unknown,no
2164,26,admin.,married,secondary,no,2469,no,no,cellular,16,jul,136,8,-1,0,unknown,no
2165,33,blue-collar,married,secondary,no,661,yes,no,cellular,18,jul,968,1,-1,0,unknown,yes
2166,54,entrepreneur,married,secondary,no,653,yes,no,unknown,15,may,352,1,-1,0,unknown,no
2167,34,blue-collar,married,primary,no,-319,yes,yes,cellular,9,jul,134,4,-1,0,unknown,no
2168,42,technician,married,secondary,no,439,no,no,cellular,20,aug,143,2,-1,0,unknown,no
2169,27,management,single,unknown,no,3196,no,no,cellular,9,feb,10,2,-1,0,unknown,no
2170,27,admin.,married,secondary,no,639,no,yes,cellular,14,jul,243,3,-1,0,unknown,no
2171,54,blue-collar,married,unknown,no,310,yes,no,telephone,28,jan,526,4,258,3,other,no
2172,31,admin.,divorced,secondary,no,1210,no,no,cellular,16,jul,350,1,-1,0,unknown,no
2173,33,management,single,tertiary,no,99,no,no,cellular,8,jul,159,1,-1,0,unknown,no
2174,30,management,married,tertiary,no,1221,yes,no,telephone,25,jul,279,4,-1,0,unknown,yes
2175,55,blue-collar,married,primary,no,145,no,no,telephone,2,feb,59,3,5,2,other,no
2176,46,blue-collar,divorced,primary,no,452,yes,no,unknown,9,may,113,4,-1,0,unknown,no
2177,29,services,single,secondary,no,0,no,no,cellular,17,jul,58,1,-1,0,unknown,no
2178,47,management,married,tertiary,no,-50,no,yes,cellular,7,jul,175,1,-1,0,unknown,no
2179,44,blue-collar,married,secondary,no,1071,yes,no,cellular,11,may,143,3,357,1,failure,no
2180,24,blue-collar,single,unknown,no,431,yes,no,unknown,3,jun,108,12,-1,0,unknown,no
2181,52,management,married,secondary,no,-588,yes,no,cellular,22,jul,81,4,-1,0,unknown,no
2182,36,technician,married,tertiary,no,1327,no,no,cellular,29,oct,174,2,-1,0,unknown,no
2183,30,services,divorced,secondary,no,-94,yes,no,cellular,14,jul,41,2,-1,0,unknown,no
2184,28,unemployed,single,secondary,no,16,no,no,cellular,12,aug,119,4,-1,0,unknown,no
2185,52,admin.,married,secondary,no,0,no,no,cellular,22,apr,91,2,275,1,failure,no
2186,49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,-1,0,unknown,yes
2187,33,management,married,tertiary,no,4,yes,no,cellular,16,jul,285,5,-1,0,unknown,no
2188,30,management,married,secondary,no,-559,yes,yes,cellular,7,may,98,1,167,2,failure,no
2189,41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,other,yes
2190,48,admin.,married,secondary,no,292,yes,yes,cellular,29,jul,164,6,-1,0,unknown,no
2191,42,management,married,tertiary,no,603,yes,no,cellular,5,nov,298,5,-1,0,unknown,no
2192,29,management,married,tertiary,no,199,yes,yes,unknown,7,may,1689,4,-1,0,unknown,yes
2193,25,admin.,single,tertiary,no,1420,no,no,cellular,8,apr,124,2,-1,0,unknown,no
2194,38,management,married,tertiary,no,0,yes,no,cellular,13,may,537,5,303,2,failure,no
2195,40,management,married,tertiary,no,-1212,yes,no,cellular,15,may,1259,2,333,18,failure,no
2196,26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214,1,-1,0,unknown,no
2197,42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,-1,0,unknown,yes
2198,53,admin.,married,secondary,no,263,no,yes,cellular,18,jul,143,7,-1,0,unknown,no
2199,26,technician,single,secondary,no,1275,yes,no,unknown,20,jun,18,9,-1,0,unknown,no
2200,44,technician,divorced,unknown,no,759,yes,no,unknown,23,may,397,1,-1,0,unknown,no
2201,36,student,single,unknown,no,386,no,no,unknown,18,jun,359,2,-1,0,unknown,no
2202,47,self-employed,married,secondary,yes,2,no,no,cellular,5,feb,236,2,-1,0,unknown,no
2203,41,technician,married,secondary,no,64,yes,yes,unknown,8,may,210,2,-1,0,unknown,no
2204,30,technician,single,tertiary,no,985,yes,no,cellular,19,feb,88,2,-1,0,unknown,no
2205,34,technician,single,secondary,no,347,yes,no,cellular,6,feb,154,2,197,6,failure,no
2206,35,self-employed,married,secondary,no,8883,no,no,cellular,21,nov,33,3,-1,0,unknown,no
2207,37,technician,married,unknown,no,189,no,no,cellular,1,oct,238,1,107,2,success,yes
2208,41,unemployed,married,tertiary,no,1666,no,no,unknown,9,jun,291,3,-1,0,unknown,no
2209,30,admin.,married,secondary,no,122,yes,no,unknown,16,may,107,1,-1,0,unknown,no
2210,33,blue-collar,married,primary,no,1165,yes,no,unknown,21,may,420,2,-1,0,unknown,no
2211,41,management,married,tertiary,no,5883,no,no,cellular,20,nov,182,2,-1,0,unknown,no
2212,49,blue-collar,married,secondary,no,322,no,no,cellular,14,aug,356,2,-1,0,unknown,no
2213,60,self-employed,single,tertiary,no,179,no,yes,cellular,29,jul,79,4,-1,0,unknown,no
2214,46,blue-collar,married,primary,no,147,yes,no,cellular,6,may,116,2,169,3,failure,no
2215,37,services,married,secondary,no,1,no,no,unknown,15,may,395,2,-1,0,unknown,no
2216,57,blue-collar,married,primary,no,1592,no,yes,unknown,20,jun,78,4,-1,0,unknown,no
2217,49,blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,41,5,-1,0,unknown,no
2218,55,unemployed,married,tertiary,no,383,no,no,unknown,6,may,343,3,-1,0,unknown,no
2219,38,management,married,tertiary,no,1198,yes,no,cellular,2,feb,63,1,-1,0,unknown,no
2220,31,admin.,single,secondary,no,5527,yes,no,unknown,21,may,132,1,-1,0,unknown,no
2221,49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,988,2,-1,0,unknown,yes
2222,33,blue-collar,single,secondary,no,13494,yes,no,unknown,20,jun,27,25,-1,0,unknown,no
2223,44,unemployed,single,primary,no,4232,no,no,unknown,16,jun,227,1,-1,0,unknown,no
2224,50,management,divorced,tertiary,no,100,yes,yes,cellular,13,may,157,1,299,3,failure,no
2225,50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,4,-1,0,unknown,yes
2226,42,blue-collar,married,secondary,no,3052,yes,no,unknown,27,may,32,1,-1,0,unknown,no
2227,42,self-employed,married,secondary,no,5564,no,no,cellular,17,nov,560,2,-1,0,unknown,no
2228,38,unemployed,married,primary,no,-363,no,no,unknown,12,jun,340,2,-1,0,unknown,no
2229,38,technician,single,secondary,no,50,no,no,cellular,29,aug,98,2,-1,0,unknown,no
2230,34,management,married,tertiary,no,902,yes,no,cellular,14,may,159,1,367,2,other,no
2231,52,services,married,secondary,no,108,yes,no,unknown,15,may,543,12,-1,0,unknown,no
2232,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure,no
2233,44,management,divorced,tertiary,no,2058,no,yes,cellular,21,nov,661,1,-1,0,unknown,no
2234,71,unknown,married,tertiary,no,353,no,no,cellular,27,jan,208,1,93,2,failure,no
2235,40,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,57,1,-1,0,unknown,no
2236,42,services,married,secondary,no,508,yes,no,unknown,30,may,70,1,-1,0,unknown,no
2237,39,blue-collar,married,primary,no,1046,no,no,unknown,19,jun,112,4,-1,0,unknown,no
2238,57,retired,married,secondary,no,0,no,yes,unknown,30,jun,104,2,-1,0,unknown,no
2239,38,management,married,tertiary,no,2278,yes,yes,cellular,13,may,244,1,-1,0,unknown,no
2240,65,housemaid,married,primary,no,2179,yes,no,cellular,4,sep,112,7,-1,0,unknown,no
2241,27,services,single,secondary,no,259,yes,no,unknown,23,may,78,10,-1,0,unknown,no
2242,27,services,married,secondary,no,58,yes,no,cellular,7,may,113,1,337,2,other,no
2243,60,management,married,secondary,no,725,yes,no,cellular,8,jul,266,1,-1,0,unknown,no
2244,55,retired,married,secondary,no,466,no,no,unknown,17,jun,287,4,-1,0,unknown,no
